Name,Address,State,City,PinCode,Phone,Email,,,,,,,,,,,,,,
Unity Trauma Center And Icu,NR D R WORLD,Gujarat,Surat,395010,9429526600,unityhospitaltpasurat@gmail.com,,,,,,,,,,,,,,
Universal Cancer Hospital Limited,"370,Kondalampatti Roundana Salem 636010",Tamil Nadu,Salem,636010,9597194111,UNIVERSALCANCERHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Universal Hospital,"By-pass road, Molarband Extn, badarpur",Delhi,New Delhi,110044,26958008,uchsindia@gmail.com,,,,,,,,,,,,,,
Universal Hospital And Care Centre,"WB-22 SCHEME ,NO 94",Madhya Pradesh,Indore,542002,4035373,unimedihub@yahoo.in,,,,,,,,,,,,,,
UNIVERSAL HOSPITAL HYDERBAD LLP,"B-23/A, EC, COMPLEX KUSHAIGUDA, KAPRA ECIL,HYDERABAD , MEDCHAL",Telangana,Hyderabad,500062,9849846124,UNIVERSAL.INCR.HYD@GMAIL.COM,,,,,,,,,,,,,,
Universal Hospitals,"29-14-29,Lakshmivarapupeta,Devi Chowk,Rajamehendravaram",Andhra Pradesh,East Godavari,533103,2555533,UNIVERSALHOSPITALSRJY@GMAIL.COM,,,,,,,,,,,,,,
"Universal Multispeciality Hospital Critical Care & Trauma Unit,","Teejadeep Heights,1 st Floor,Opp.Ginger Hostel,Gokul Nagar,LBS Road,Old Agra Road,Thane West, Thane, Maharashtra-",Maharashtra,Thane,400601,9920920977,universalmshospital@gmail.com,,,,,,,,,,,,,,
UNIVERSAL SUPERSPECIALITY HOSPITAL LIMITED,"B/S. Jash Infinity, Civil Cross Road, Off Ring Road, B/H. New Smc Building, Surat-395001",Gujarat,Surat,395001,9974639992,TPA.UNIVERSALHOSPITALSURAT@GMAIL.COM,,,,,,,,,,,,,,
Unnati Hospital,"J.K. Plaza, 1st Floor, Opp. Durgamata Mandir, Shivaji Chowk, Panvel - , Raigad.",Maharashtra,Navi mumbai,410206,9769156838,unnatihospitalpanvel@gmail.com,,,,,,,,,,,,,,
Unnati Hospital & Icu,"old agra road, near kasheli ground Bhiwandi, Bhiwandi, Maharashtra-421302",Maharashtra,Kalyan,421302,9167911463,tpa.unnatihospital1463@gmail.com,,,,,,,,,,,,,,
Up Stone And Urology Centre ( A Unit Of Urolife Hospita Pvt Ltd ),"J-276, Patel Nagar -1",Uttar Pradesh,Ghaziabad,201001,0,UROLIFEHOSPITALS@GMAIL.COM,,,,,,,,,,,,,,
Upadhaya Hospital,"Shahid Nagar Crossing, Agra",Uttar Pradesh,Agra,282001,8476010137,UPADHYAYHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Upadhyaya Hospital (Cashless Only For Govt Business),"Arjun Vihar, Hirapur Road, Near Harshit Tower, Mahoba Bazar",Chhattisgarh,Raipur,492099,9827127945,corporate.upadhyayhospital@gmail.com,,,,,,,,,,,,,,
Upas Super Speciality Hospital Pvt Ltd,"D.NO;58-6-30,SANTHAPET",Andhra Pradesh,Ongole,523001,8592232222,UPASHOSPITAL2021.ONGOLE@GMAIL.COM,,,,,,,,,,,,,,
Upasam Nursing Home Private Limited,"106/553,Nh-34,Uttar Dinajpur,College Para,Raiganj",West Bengal,Uttar Dinajpur,733134,523244122,UPASAMNURSINGHOMEPVTTPA@GMAIL.COM,,,,,,,,,,,,,,
Upasana Hospital,"Q.S. Road, Kollam",Kerala,Kollam,691001,9446963046,insurance@upasanahospital.com,,,,,,,,,,,,,,
Upcharya ( An Institute Of Orthopaedic Surgery & Trauma Care Centre,"62, Centreal Avanue, Geetanjali Cinema Square,",Maharashtra,Nagpur,440018,2724462,CONTACTUPCHARYA@GMAIL.COM,,,,,,,,,,,,,,
updesh hospital,"Near Pnb Bank Barwala, Chc Road",Haryana,Hisar,125121,8059197001,UPADESHHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Upkar Hospital,"N8/191C, DLW , BHU ROAD, SUNDER PUR , NEWADA, DLW",Uttar Pradesh,Varanasi,221005,8115476767,UPKAR.VNS@GMAIL.COM,,,,,,,,,,,,,,
Upkar Nursing Home,"30d, College Street",West Bengal,Kolkata,700073,9662736684,upkarnursinghome@yahoo.in,,,,,,,,,,,,,,
Uppal Maternity & Nursing Home,"Shankar Vihar ,Bank Colony ,Krishna Nagar",Uttar Pradesh,Mathura,281004,8979823888,UNHMTJ@GMAIL.COM,,,,,,,,,,,,,,
Uppal Neuro Hospital And Super Speciality Centre,"4-Rani Ka Bagh., Court Road, Near State Bank Of India",Punjab,Amritsar,143001,0183 - 2229696 / 2226696 / 2213400 / 2221696,UPPALASHOK@YAHOO.COM,,,,,,,,,,,,,,
Uran Childrens Hospital And Premature Care Unit ,"101-102, Plot No-3, S.No-79e, Sai Krupa Developers, Anand Nagar, Karanja Road",Maharashtra,Raigad,400070,022 - 27223272,mahesh.sambhare@yahoo.co.in,,,,,,,,,,,,,,
Urban Health Centre,"HPL Link Road, Basudevpur, P.O. Khanjanchak",West Bengal,Haldia,721602,9007031969,uhtc.iimsar@gmail.com,,,,,,,,,,,,,,
Urja hospital,"Shop no: 315-318,3rd floor, Naroda business point,New naroda, Oppo, Swaminarayan Park, Society, Ahmedabad, Gujarat 382330",Gujarat,Ahmedabad,382330,8141611197,URJAHOSPITALCASHLESS@GMAIL.COM,,,,,,,,,,,,,,
Urmeel Hospital & Iccu Care,"E/113,1st Floor,RK Casta",Gujarat,Bharuch,392001,2642260525,JYOTESH1@YAHOO.COM,,,,,,,,,,,,,,
Urmi Eye Clinic And Phaco Centre,"OFF NO -06,DWARKA APT,KULGAON, BADLAPUR EAST,NEAR BANK OF BARODA",Maharashtra,Thane,421503,7720050832,uemieyeclinic@gmail.com,,,,,,,,,,,,,,
Urmil Eye Hospital,"G-2B, Panchamrut Building, Daman Road",Gujarat,Vapi,396191,8758838472,URMILEYE@GMAIL.COM,,,,,,,,,,,,,,
URMIL MULTISPECIALITY HOSPITAL,"Urmil Hospital 3Rd Floor, Shagun Step In, Near St. Xaviers School, Koparli Road, Charvada, Vapi.",Gujarat,Vapi,396191,9104842209,URMILDOCUMENT@GMAIL.COM,,,,,,,,,,,,,,
Urmila Memorial Hospital,Nahar Road Near Isbt Circle Raipur,Chhattisgarh,Raipur,492015,4088820,ADMIN@UMHRAIPUR.COM,,,,,,,,,,,,,,
Uro-Stone Research Centre Pvt.Ltd,"VIP Road, Lalpatti Chowk",Bihar,Darbhanga,846003,224025,UROSTONECASHLESS776@GMAIL.COM,,,,,,,,,,,,,,
Urocare Apolo Hospital,"Behind Near GirlS College, H.No- 78, Sec-02, Ballabgarh",Haryana,Faridabad,121004,9971107329,HOSPITALUROCAREAPOLO@GMAIL.COM,,,,,,,,,,,,,,
Urocare Hospital,Near Patel Boarding Opp Gokul Hospital Vidhyanagar Main Road,Gujarat,Rajkot,360002,9879158919,urocarehospital_rajkot@yahoo.com,,,,,,,,,,,,,,
Urocare Hospital,"EC 72-73, SCH No: 94 C",Madhya Pradesh,Indore,452010,2550100,cashless.urocare@gmail.com,,,,,,,,,,,,,,
Urocare Kidney & Prostate Hospital,"2Nd Floor, Aditya Arcade, Opp. Rajdhani Hotel, St Bus Stand Rd, Nr. New Doctor House, Veraval, Gujarat 392266",Gujarat,Veraval,362266,9909630606,SEEMA.VERAVAL@GMAIL.COM,,,,,,,,,,,,,,
Urovision Hospital,"Jyoti Nagar, Opp. Satsang Vihar P.O. Jalan Nagar, Disst. Dirbrugesh, Assam",Assam,Dibrugarh,786005,0373 - 2303594 / 2303716,UROVISIONHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Usha Bansal Nursing Home,"Kotkapura Rd, Deep Nagar, Sri Muktsar Sahib, Punjab 152026",Punjab,Muktsar,152026,262023,USHA_BNH@YAHOO.COM,,,,,,,,,,,,,,
Usha Cardiac Centre Ltd,"Labbipet, D.No- 39-2-11, Pitchaiah Street, Labbipet",Andhra Pradesh,Vijayawada,520010,4644331881,ucclvja@gmail.com,,,,,,,,,,,,,,
Usha Hospital,Juran Chapra Road no-1,Bihar,Muzaffarpur,842001,9472357005,ushahospitalmuzaffarpur.tpa@gmail.com,,,,,,,,,,,,,,
Usha Hospital,"Behind Panchwad Ganesh Mandir, Ozar",Maharashtra,Ozar,422206,272122,USHAHOSPITALOZHAR@GMAIL.COM,,,,,,,,,,,,,,
Usha Kiran Hospital,"Survey No. 229/1a, Kamdhenu Estate, Hadapsar, Pune - 411028",Maharashtra,Pune,411028,9422300897,VILASVG1@GMAIL.COM,,,,,,,,,,,,,,
Usha Mohan Hospital,Hydergunda Rajendernagar,Telangana,Hyderabad,500055,40-24008055-24002740,ashuu5.11@gmail.com,,,,,,,,,,,,,,
Usha Mullapudi Cardiac Centre,Gajularamaram Jeedimetla Quthbullapur Municipality Hyderabad,Telangana,Hyderabad,500055,23090609,UMCCNET@HOTMAIL.COM,,,,,,,,,,,,,,
Usha Nursing Home,Ravindra Nagar,Karnataka,Shimoga,577201,08182 - 223355 / 220155,unhsmg@gmail.com,,,,,,,,,,,,,,
Usha Nursing Home,"5-1-28,Gurramvari Street,Kavali,Spsr Nellore,Andhra Pradesh-524201.",Andhra Pradesh,Kavali,524201,245111,USHANURSINGHOME1@GMAIL.COM,,,,,,,,,,,,,,
Usha Nursing Home,DR COOK ROAD,Gujarat,Anand,388001,251646,unhgynecanand@gmail.com,,,,,,,,,,,,,,
Usha Prime Multispeciality Hospital,"D.No. 12-4-6/1, Beside IOB Bank, Pudimadaka Road, Anakapalle, Vishakhapatnam",Andhra Pradesh,Visakhapatnam,531001,8924224848,gm@ushaprime.com,,,,,,,,,,,,,,
Ushodaya Hospitals,"H.No: 8-2-157/1, Shodan Paints Complex",Telangana,Khammam,507001,08742-652345,ushodayahospitalkmm@gmail.com,,,,,,,,,,,,,,
Usthi Hospital And Recearch Centre,"Plot No - N4- 1/1, Irc Village, Nayapalli",Odisha,Bhubaneswar,751015,9437056711,usthihospital.2009@gmail.com,,,,,,,,,,,,,,
Utkal Healthcare Private Limited,"PLOT NO C/3, nILADRIVIHAR, CHANDRASEKHARPUR",Odisha,Bhubaneswar,751021,6370704001,tpahelpdesk@utkalhospital.in,,,,,,,,,,,,,,
Utkarsh Hospital,"24, Utkarsh-2 Bunglows, B/H Jantanagar, Chandkheda, Ahmedabad",Gujarat,Ahmedabad,382424,9327980137,hospitalutkarsh@yahoo.in,,,,,,,,,,,,,,
Uttam Clinic Cum Hospital,"37-38, SECTOR-14, KARNAL",Haryana,Karnal,132001,9467774606,CASHLESSUTTAM@GMAIL.COM,,,,,,,,,,,,,,
Uttam Eye Care Hospital,"22,KABIR NAGAR,NANDANVAN MAIN ROAD",Maharashtra,Nagpur,440009,0712-2713307,,,,,,,,,,,,,,,
Uttam Hospital,"22,KABIR NAGAR, NANDANWAN MAIN ROAD",Maharashtra,Nagpur,440009,2713307,UTTAMEYEHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Uttam Hospital,"Office no.1,Chanakya Apt.,Lodha Heaven,Nilje,Dombivali (E), Thane, Maharashtra-421204",Maharashtra,Thane,421204,8433919292,TPA.UTTAMHOSPITAL9@GMAIL.COM,,,,,,,,,,,,,,
Uttam Hospital,"E-230, Sec-9, New Vijay Nagar, Nr.Ps Vijay Nagar",Uttar Pradesh,Ghaziabad,201009,2740873,UTTAMHOSPITALGHAZIABAD@GMAIL.COM,,,,,,,,,,,,,,
Uv Cardiac Care Hospital ,"534, Reddy & Reddy Colony Tirupai ",Andhra Pradesh,Tirupati,517501,8147855729,UVCCHOSPITALTPA@GMAIL.COM,,,,,,,,,,,,,,
V Cardiac And Multispeciality Hospital,"Tb Road, Behind Navayuga Hotel, Tenali, Guntur Dist, Ap",Andhra Pradesh,Guntur,522001,9885662221,vcmhtenali@gmail.com,,,,,,,,,,,,,,
V Care Hospital,BUILDING NO 14 NEHRU NAGAR,Maharashtra,Mumbai,400080,9619203015,VCAREHOSPITAL06@GMAIL.COM,,,,,,,,,,,,,,
V Care Hospital,Nh-2 Rajendra nagar Sector-2 Sahibabad Ghaziabad,Uttar Pradesh,Ghaziabad,201006,9999999999,VCARETPAHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
V Care Hospital,"PLOT NO.4, ADJOINING SHEMROACK, RAKSHA ENCLAVE VIP ROAD, ZIRAKPUR",Punjab,S.A.S Nagar,140306,9872876578,vcarehospitalzirakpur@gmail.com,,,,,,,,,,,,,,
V Care Hospital,"#29, Ist Main Road, 1st A Block, Deve Gowda Road, Rt Nagar, Bangalore",Karnataka,Bengaluru,560037,8023434373,VCAREINSURANCETPA@GMAIL.COM,,,,,,,,,,,,,,
V Care Hospital And Research Centre," 163af, Sch.No.54, Old Ashish Nursing Home, Vijay Nagar, Indore, Madhya Pradesh-452010",Madhya Pradesh,Indore,452010,2558222/4247222,vcarehospitalmediclaim@gmail.com,,,,,,,,,,,,,,
V Care Multispecialities Hospital,"b/h. oskar orchid complex, n h.mo. 8, junabazar karjan",Gujarat,Vadodara,391240,233030,,,,,,,,,,,,,,,
V G Hospital,Mettupalayam Road Thudiyalur Coimbatore,Tamil Nadu,Coimbatore,641034,9843019000,vghinsurance@gmail.com,,,,,,,,,,,,,,
V G Saraf Memorial Hospital,Sreekandath Road Ravipuram M.G.Road Cochin,Kerala,Cochin,682016,0484 - 2380452 / 2380453,vgsarafhospital@gmail.com,,,,,,,,,,,,,,
V K Hospital,77 Dr.Alagappa Road Chennai - 600084,Tamil Nadu,Chennai,600084,044 - 26426667 / 26426922,vkhospital77@gmail.com,,,,,,,,,,,,,,
V K Neurocare And Trauma Research Hospital,"N-159, Model Town",Haryana,Hisar,125005,9991661237,VK_NEUROCARE@HOTMAIL.COM,,,,,,,,,,,,,,
V One Hospital,"2/1, Residency Area",Madhya Pradesh,Indore,452001,9329922500,INSURANCE.TPADESK@VONEHOSPITAL.COM,,,,,,,,,,,,,,
V R Multispeciality Hospital,Mahalaxmi Nagar,Andhra Pradesh,Armoor,503224,223311,VRHOSPIYTAL.CLAIMS@GMAIL.COM,,,,,,,,,,,,,,
V S M Hospital,P B No 351,Kerala,Mavelikara,690103,2304222,vsmhospitalinsurance@gmail.com,,,,,,,,,,,,,,
V-Care Children Hospital,"DK-2 ,412/24 ,DANISH KUNJ NEAR MPEB OFFICE KOLAR ROAD",Madhya Pradesh,Bhopal,462042,9826908484,vcarechildrenhospital2016@gmail.com,,,,,,,,,,,,,,
V-Care Multi Speciality Health Centre,V7 Near Police Station Bptp Park Land Sector-76 Faridabad,Haryana,Faridabad,121004,8810291701,VCAREHOSPITAL2021@GMAIL.COM,,,,,,,,,,,,,,
V.B Hospital,"16-5-310, PERUKAWADA, WARANGAL, TELANGANA",Telangana,Warangal,506002,0870-2436446,VBHOSPITALWARANGAL@GMAIL.COM,,,,,,,,,,,,,,
V.G.R Diabetes Specialities Hospital,"# 40-5-19/18/B ,A.S RAMARAO ROAD",Andhra Pradesh,Vijayawada,520010,2485933,HOSPITALVGR@GMAIL.COM,,,,,,,,,,,,,,
V.S.Hospital,"2/363 Muthiah Nagar, 2Nd Street Kovilambakkam Chennai 600129",Tamil Nadu,Chennai,600129,9840271146,VSH.KOVILAMBAKKAM@GMAIL.COM,,,,,,,,,,,,,,
V.S.R.Hospital,"Posina Compound, ",Andhra Pradesh,PRODDATUR,516360,251444,VSRHOSPITAL.PDTR@GMAIL.COM,,,,,,,,,,,,,,
V4u Multispeciality Hospital ,L.P.SAVANI SCHOOL ROAD SURAT ,Gujarat,Surat,395009,80000008883/8000009993,v4uhospital@gmail.com,,,,,,,,,,,,,,
V9 Hospital ,"1-8-303/48/6 & 7, 48, Rasoolpura, Begumpet,",Telangana,Hyderabad,500003,,NA@GMAIL.COM,,,,,,,,,,,,,,
Vaani health care,Plot number 57/2538 near kabootar chowk sector 57,Haryana,GURUGRAM,122002,,,,,,,,,,,,,,,,
Vaani Hospital,"289, Thiruchuli Road",Tamil Nadu,Aruppukottai,626101,228885296140,DRVANIKATHIR@GMAIL.COM,,,,,,,,,,,,,,
Vaanya Gynec & Children Hospital,"1ST FLOOR, DARSHANAM OXYPARK, NEXT TO PANCHMUKHI HANUMAN TEMPLE, NR. BROGHT DAY SCHOOL, VASNA-BHAYLI MAIN ROAD, VADODARA",Gujarat,Dabhoi,391110,7600081890,vaanyahospital@gmail.com,,,,,,,,,,,,,,
Vaatsalya Hospital ,"37-1-413, SOUTH BYPASS JUNCTION",Andhra Pradesh,Ongole,523001,280417,insurance.vaatsalyahospital@gmail.com,,,,,,,,,,,,,,
Vaatsalya Hospital,"Extension Road, Opp To Mahatma Gandhi Park",Karnataka,Shimoga,577201,08182 - 402770 / 408100,SMG.TPA@VAATSALYA.COM,,,,,,,,,,,,,,
Vaatsalya Hospital,"Vivekananda Road, 4th Cross, Masari, Gadag",Karnataka,Gadag,582101,8904601130,VAATSALYAGADAG@GMAIL.COM,,,,,,,,,,,,,,
Vaatsalya Life Hospital,"1-10, ATE/AFF,Beside HCG hospital, Khuba plot Kalaburagi",Karnataka,Gulbarga,585102,222299,vlifeinsurance@gmail.com,,,,,,,,,,,,,,
Vachhani Hospital,"3RD FLOOR, B-BLOCK, RADHE SIGNATURE , OPP. SAHAJANAND CITY, KUDASAN GANDHINAGAR,  PINCODE-382421",Gujarat,Ahmedabad,382421,079-23232402,,,,,,,,,,,,,,,
Vadamalayan Hospital Pvt Ltd,"15, Jawahar Road, Chokkikulam",Tamil Nadu,Madurai,625002,9865682901,claims@vadamalayan.org,,,,,,,,,,,,,,
Vadamalayan Hospitals Private Limited - Dindigul -624004,"649, A/2, ANGUNAGAR, CHETTINAIKANPATTI VILLAGE ROAD, DINDIGUL -624004",Tamil Nadu,Dindigul,624004,9715154815,CLAIMSDINDIGUL@VADAMALAYAN.ORG,,,,,,,,,,,,,,
Vadapalani Multi Speciality Hospital,"No.33, Vapapalani Andvar Koil Street, Vadapalani",Tamil Nadu,Chennai,600026,044 - 24832277,VMSHCAREVADAPALANI@GMAIL.COM,,,,,,,,,,,,,,
Vadlamudi Hospital,Vsr College Road,Andhra Pradesh,Tenali,522201,226045,vadlamudihospital@yahoo.co.in,,,,,,,,,,,,,,
Vageesh Eye Superspeciality Care Hospital,"#175, 3RD MAIN DJ EXTENTION DAVANGERE",Karnataka,Davangere,577002,9886567791,TRUPTI.KOTUR@GMAIL.COM,,,,,,,,,,,,,,
Vagus Superspeciality Hospital,"18th Cross, 4th Main, Malleshwaram",Karnataka,Bengaluru,560003,080 - 23569970 / 78,insurancevagushospital@gmail.com,,,,,,,,,,,,,,
Vaibhav Multispeciality Hospital,"102/103, Mrunmayi Palace, Ground & 1St Floor, ",Maharashtra,Mumbai,421301,7666927666,vaibhavmultispecialityhosp2018@gmail.com,,,,,,,,,,,,,,
Vaibhav Orthopaedic And Dental Care Hospital,MUKUND NAGAR STATION ROAD NEAR MADHAVAN HOTEL VIJAYAPURA,Karnataka,Vijayapura,586104,244436,drkiranpatil2005@gmail.com,,,,,,,,,,,,,,
Vaidehi Women’s & Children Hospital,"105-112, Shashvat Mahadev-1 Complex, RTO Road",Gujarat,Ahmedabad,382418,9662925050,vwch.ahd@gmail.com,,,,,,,,,,,,,,
Vaidik Hospital,"A- 38, RAJENDRA NAGAR, BAREILLY, UTTAR PRADESH, 243122",Uttar Pradesh,Bareilly,243122,9045077789,HOSPITALVAIDIK@GMAIL.COM,,,,,,,,,,,,,,
Vaidya Sanes Ayurvedic Education & Agricultural Research Trusts Madhavbaug Hospital,"Kalote Rayte , Plot No 89/6",Maharashtra,Raigad,410202,7208830000,MADHAVBAUG.KHOPOLI@GMAIL.COM,,,,,,,,,,,,,,
Vaidyam Multi Speciality Hospital (A Unit Of Amarnatha Ayushman Hospital & Trauma Centre Pvt Ltd.),"F 168 , P C Colony , Kankarbagh , Patna",Bihar,Rohtas,800020,9473446744,VAIDYAMHOSPITALPATNA@GMAIL.COM,,,,,,,,,,,,,,
Vaigai Ent Hospital,52/189 T.H Road New Washermenpet,Tamil Nadu,Chennai,600081,44-25914521,vaigaihospital@yahoo.com,,,,,,,,,,,,,,
Vaishali Hospital And Surgical Research Centre,"69, NAND VIHAR, AMARPALI MARG ,VAISHALII NAGAR",Rajasthan,Jaipur,302021,8769160077,vaishalihospital1999@gmail.com,,,,,,,,,,,,,,
Vaishnav Eye Care,"Plot No - 128, Sundaram, 1st floor, ",Maharashtra,Raigad,410206,8692953553,VAISHNAVEYECAREPANVEL@GMAIL.COM,,,,,,,,,,,,,,
Vaishnavi  Nursing Home,"SECTOR-33 EXIT-11, NH-8 SECTOR-33 EXIT-11, NH-8 ,NEAR. HERO HONDA CHOWK, GURGAON, PIN -122001",Haryana,Gurgaon,122001,09990-623680,VN.HOME@YAHOO.COM,,,,,,,,,,,,,,
Vaishnavi Hospital,Near Over Bridge,Andhra Pradesh,Tadepalligudem,534101,223720,vaishnavihospitaltg@gmail.com,,,,,,,,,,,,,,
Vaishnavi Hospital,"A 2447, Awas Vikas, Hanspuram, Naubasta, Kanpur",Uttar Pradesh,Kanpur,208021,0512-2626699,vaishnavihospital786@gmail.com,,,,,,,,,,,,,,
Vaishnavi Multispeciality Hospital,"Vaishnavi Multispeciality Hospital, 1 st Floor,Audumber Heights,Near Shabri Hotel,Dattawadi,Badlapur East, Badlapur, Maharashtra-421503",Maharashtra,Badlapur,421503,7507072217,vaishnavimultihospital2019@gmail.com,,,,,,,,,,,,,,
Vaje Nursing Home,"Shreebag No. 2, Alibag",Maharashtra,Raigad,402201,225025,C.VAJE@REDIFFMAIL.COM,,,,,,,,,,,,,,
Vajra Hospital,"Hno:- 6-6-649 Subhash Nagar, Choppandadndi Road, Karimnagar, Telanagana - 505001",Telangana,Karimnagar,505001,222222,VAJRAHOSPITALSKNR@GMAIL.COM,,,,,,,,,,,,,,
Vakratund Hospital,"RM 195/4 JAI BHAVANI CHOWK,BAJAJ NAGAR",Maharashtra,Aurangabad,431136,8485899566,HOSPITALVAKRATUND@GMAIL.COM,,,,,,,,,,,,,,
Vakratund Hospital Pvt,"Raghukul Sankul,Pathardi Patta, Behind Hotel Bandhuraj",Maharashtra,Nashik,422010,8888318850,vmhclaim@gmail.com,,,,,,,,,,,,,,
Vale Hospital,"45, KURUVIKARAN SALAI,",Tamil Nadu,Madurai,625020,4367597,VALEHOSPITAL.DRKNS@GMAIL.COM,,,,,,,,,,,,,,
Valiyath Institute Of Medical Sciences,"Pada South, Karunagappally",Kerala,Kollam,690518,9895250709,ins.valiyathhospital@gmail.com,,,,,,,,,,,,,,
Valli Orthopedic & And Sports Hospital,"Opp.VIDYA MANDIR SCHOOL, Meyyanur Road, Salam",Tamil Nadu,Salem,636004,,INSURANCEVALLIORTHO@GMAIL.COM,,,,,,,,,,,,,,
Valluvanad Hospital,"Kanniyapuram, Ottupalam",Kerala,Ottapalam,679104,4662344900,valluvanadhospital@yahoo.com,,,,,,,,,,,,,,
Valvekar Eye Hospital,South sadar bazar back of pratham hotel solapur,Maharashtra,Solapur,413224,,,,,,,,,,,,,,,,
Vamc Hospital,"Plot No.E-29/30, Prime Mall Lane,Sector-12",Maharashtra,Raigad,410210,7039404877,VAMCHOSPITAL2022@GMAIL.COM,,,,,,,,,,,,,,
Vamsee Specialities Hospital,"Opp.State Bank Of India, Sattenapalli, Palnadu - Dist, Andhra Pradesh - 522403",Andhra Pradesh,Guntur,522403,232359,VAMSEESPECIALITYHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Vamshavriksha Hospital,"NearBalaji Mills, Balaji nagar, Sira",Karnataka,Tumkur,572137,277307,vamshavrikshainsurance@gmail.com,,,,,,,,,,,,,,
Vanaja Hospital,"No.4/198,199 M.A. Koil Street ,M.A. Nagar",Tamil Nadu,Chennai,600052,26322713,INSURANCEVANAJA@GMAIL.COM,,,,,,,,,,,,,,
Vanamali Hospital,"D.NO:50/760-B10,GAYATHRI ESTATE,KURNOOL",Andhra Pradesh,Kurnool,518002,8099107050,VANAMALIHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Vandana Hospital,"# 96, Village Street, Sathuma Nagar",Tamil Nadu,Chennai,600019,044 - 25994747 / 25994757,vandanahospital@gmail.com,,,,,,,,,,,,,,
Vani Clinic And Nursing Home,"Address- No-279 Velacherry Main Road, Selaiyur Chennai- 600073",Tamil Nadu,Chennai,600073,044 - 22290650,vaninursinghome@gmail.com,,,,,,,,,,,,,,
Varad Childrens Hospital,"3,4,5 Shop No, Ground Floor, Sinrise Valley, Shri Shailam Apt, Opp To Jai Malhar Hotel, Piswali, Kalyan",Maharashtra,Thane,421306,8928840060,VARAD@TPADESK.NET,,,,,,,,,,,,,,
Varad Hospital & Critical Care,"Maalwale nagar no:-2,Adarshnagar Road kiwale PCMC Pune-412101.",Maharashtra,Pune,412101,9960086699,VARADHOSPITAL09@GMAIL.COM,,,,,,,,,,,,,,
Varad Hospital And Critical Care Centre,"Bldg No - F8, B Wing, Khodaram Baug, ",Maharashtra,Boisar,401501,8446680000,linganwadsb@gmail.com,,,,,,,,,,,,,,
Varad Hospital And Icu,"1st floor, Vaity Villa, Janardhan Vaity Marg, Uthalsar(naka), Thane",Maharashtra,Thane,400601,25471860/70,VARADHOSPITAL2013@GMAIL.COM,,,,,,,,,,,,,,
Varad Multispeciality Hospital,"Building No.-1, Rajas Apartment, Bank Of India Building, Navapur Naka, Boisar East, Boisar",Maharashtra,boisar,401501,7788996613,VARADMULTISPECIALITYHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Varalakshmi Fertility And Maternity Hospital,"Near Mahatma Gandhi Statue,Nrt Center ,Chilakaluripet,Palnadu ,Andhra Pradesh ,522616 .",Andhra Pradesh,Chilakaluripet,522616,7799033339,VLFHCPT@GMAIL.COM,,,,,,,,,,,,,,
Varalakshmi Hospital,"# 38/2, 2nd Main Road, Madiwala New Extention",Karnataka,Bengaluru,560068,080 - 25539565,vlhospital@gmail.com,,,,,,,,,,,,,,
Varam Super Speciality Hospital,"No.71, Tank Street, Denkanikottai Road ,",Tamil Nadu,Hosur,635109,61188/611887,VARAMSUPERSPECIALITYHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Varanasi Hospital,"B.50, Jawahar Nagar Extension, Gurudham Colony",Uttar Pradesh,Varanasi,221010,9984222250,VARANASIHOSPITAL@GMAIL.COM,,,,,,,,,,,,,,
Vardaan Fracture And General Hospital,Dupada Square,Madhya Pradesh,Shajapur,465001,9981236867,VARDAANMEDICLAIM@GMAIL.COM,,,,,,,,,,,,,,
Vardaan Hospital,"65,Jawahar nagar, opp prakash Hotel, near raileay station, Goregaon,Mumbai-400062, Mumbai, Maharashtra-400062",Maharashtra,Mumbai,400062,9820686823,cashlessvardan@gmail.com,,,,,,,,,,,,,,
Vardaan Hospital,"3e-1, Nit, Faridabad",Haryana,Faridabad,121001,0129 - 4103557,vardaanmedicalcentre@gmail.com,,,,,,,,,,,,,,
Vardaan Hospital & Research Centre,"Block Rd, Kathitand, Ratu,",Jharkhand,Ranchi,835222,6660100,vmh.ranchi@gmail.com,,,,,,,,,,,,,,
Vardaan Hospital And Trauma Centre,"Delhi Alwar Road, Dr Ambedkar Chowk Opposite Bus Stand(Sohna)",Haryana,Gurgaon,122103,124-2362201,antigen171@yahoo.co.in,,,,,,,,,,,,,,
Vardan Womens And Childrens Hospital,T 10 -28 Third Floor Seven Space Complex Opp. Kalapinagar Society Radhanpur Road Mehsana 384002,Gujarat,Mehsana,384002,9552757038,VARDANHOSPITAL310@GMAIL.COM,,,,,,,,,,,,,,
